,x,y,label
0,0.9639351834803213,-0.5042569719418782,1
1,0.054938305357532795,0.9482162134747945,0
2,2.1158616611082466,0.25904509640641943,1
3,0.21818549327690945,-0.20068806798887537,1
4,-0.00939734739331717,0.6327059107982232,0
5,0.07105990736139058,0.23430569004061874,1
6,0.8285956319729793,0.07262887539867396,0
7,1.353898835039351,-0.043288067130035246,1
8,0.4413896266981168,-0.06699541013380578,1
9,2.0483606536904926,0.40383398633636136,1
10,0.6857265545889171,-0.055293451226999635,1
11,0.28139847762604697,-0.30796774189442977,1
12,1.1954455825337804,0.031250403083820176,0
13,0.09389283369338561,0.16879338404347985,1
14,1.4314118043920026,-0.331168331276339,1
15,1.5117975254738991,-0.3063464289420264,1
16,-1.1831690925798923,0.18770633935754105,0
17,-1.0214260561718385,0.49653149701224886,0
18,1.1062033256727557,-0.5286127048016297,1
19,-0.7856846998583707,0.39964579219880275,0
20,0.06791003042896653,0.29871375366497016,1
21,-0.5163004428300226,1.0776787420858969,0
22,0.8088881949993543,0.21610230589763546,0
23,0.07502152773207882,0.7298212858940263,0
24,-0.0019708226864428233,0.23194657601441387,1
25,0.4613766737836684,0.869407326657069,0
26,-0.6140311388849249,0.719368849656717,0
27,2.072140968915121,0.11679927301752185,1
28,2.185254220523557,0.4382226264121967,1
29,0.6833654721747335,0.5181852353831627,0
30,0.8905970970378887,1.007090026988338,0
31,0.862381412833732,-0.4012165809620761,1
32,0.8834999703975303,0.4974599830098082,0
33,0.9162354549605491,-0.3124071993438766,1
34,2.053172301874082,0.04506541247957205,1
35,1.2945620380863143,-0.6118900536070189,1
36,1.2235838545999576,-0.4452713565647651,1
37,-0.8172519440136065,0.59141338507753,0
38,0.5023037717807426,-0.5474520357504027,1
39,-0.6905789972316692,0.4286635571593345,0
40,2.0364352548939255,-0.17369255999913477,1
41,0.11655915093791945,0.6988385955322667,0
42,1.2995850230382038,-0.3901635616820349,1
43,1.8357998354343195,-0.08293002673953026,1
44,1.7908529918551421,0.1701548777908541,1
45,0.9610329142153811,0.23314040982807588,0
46,-0.7435213147883348,0.765507306932325,0
47,0.5884691941414539,0.7414291787540246,0
48,1.1746029351382972,-0.794616307683625,1
49,1.6016644646955256,-0.32297814508942857,1
50,-0.14577521015124956,0.7274582321187029,0
51,-1.1310009542439075,-0.12352710030956392,0
52,0.7084015090318443,0.9981682019026799,0
53,-0.020454654715535703,0.056124221097899635,1
54,1.3003946560952802,-0.4156902842318003,1
55,0.842968646396405,0.38909597578932714,0
56,1.6648859187989342,-0.4975151759603532,1
57,1.031784870156964,-0.6726465154917342,1
58,0.36642394575266146,1.059070090422572,0
59,1.047696326954468,0.34601724782563087,0
60,1.5085417817376938,-0.42198423295818066,1
61,0.08923874389497659,-0.048066782846388115,1
62,1.8249666191578569,0.046860051734372535,1
63,1.318443053979603,-0.6398426296056586,1
64,0.025825223756866834,-0.1534794102938667,1
65,0.32992816506521994,0.020616055505813115,1
66,-0.43133385906794736,1.111001653064869,0
67,0.23266170662827249,-0.5893306619610139,1
68,0.9438051697420284,-0.0580556718699354,0
69,1.132307263024431,-0.46662733844524795,1
70,0.880422245760691,0.14982302134898717,0
71,2.0983573184176136,0.8285157826863061,1
72,1.9932656992206768,0.10223265835433563,1
73,-0.0935120381405829,1.0156005616119035,0
74,0.36660885102969765,0.9540728796987885,0
75,0.7917329419321655,-0.3801155728399318,1
76,1.085449722422695,-0.669354680080013,1
77,0.21671972481339535,1.2544457689408774,0
78,-0.3740045690957933,0.9793874362709065,0
79,0.8614011603904382,-0.45548183611779824,1
80,1.4047888481823825,-0.06902699622257641,0
81,0.5664299119005631,-0.5172952850648639,1
82,1.008164182391379,-0.32507207582633324,1
83,0.0855831376132894,1.0781691641110906,0
84,-1.0512136260743352,0.5006181085453296,0
85,0.012135435554724072,-0.11444655249614241,1
86,0.6139093106837121,-0.013310989456624123,1
87,0.8570681174029008,0.28490771562590894,0
88,1.4699561729567752,-0.4388376933398769,1
89,0.5901429909640669,0.884531103474075,0
90,1.833283850968178,0.005286756286357677,1
91,0.2171044205480787,-0.3785605559799482,1
92,1.0026273029203734,0.7861955307534559,0
93,0.11486533227194981,-0.3195868689874327,1
94,0.9053022123767531,0.10405227222415808,0
95,1.4902368531756431,-0.34821868086238666,1
96,0.7277044847726453,0.4935032981324,0
97,0.3984047865265832,1.01037870604879,0
98,0.327987650837096,1.1057818523334606,0
99,0.643877725964764,0.7168074693925789,0
100,-0.9223415113982374,0.48188729696816435,0
101,0.8661560728016072,0.26253909412075194,0
102,-1.2285509768370073,0.42444099173176514,0
103,0.18347046584791282,-0.07713400574445595,1
104,0.7764698032542209,-0.1882655256733482,1
105,-0.5288469747309152,0.6428355313698748,0
106,0.7117026528248172,0.9973865544648075,0
107,1.0661087221387868,-0.7605385721307033,1
108,0.5894347894034565,0.5633733950160456,0
109,0.7394864166454631,-0.2738535432792184,1
110,0.15873442835668225,0.7748841229679448,0
111,-0.30392529343736746,0.745452003662131,0
112,-0.7115339648801324,0.8677563678685843,0
113,1.061804386497038,0.17155754204843673,0
114,-0.06929748262848677,1.307330050555331,0
115,0.8315787513856966,-0.38740855231311033,1
116,1.0786867497564367,-0.309921077367047,1
117,-1.2053422126354976,0.3284771265967955,0
118,-0.8039537007902473,0.3551920109417129,0
119,1.822628677238926,-0.11263979506933504,1
120,1.984282410605956,0.18631719298851213,1
121,-0.10672908563033852,0.5277558907479497,1
122,2.0460149267078322,0.6152625186017864,1
123,0.4499558960556792,1.0109505219430746,0
124,0.3350617406358797,0.1560024959076841,1
125,-0.5133872698324264,0.384396364453494,0
126,-0.8910765813454287,0.10429247025373031,0
127,0.832601554870269,0.2763294092066691,0
128,1.7373594755766295,-0.43670225745868124,1
129,0.19809422523797013,0.7883119901174159,0
130,0.3823823951627434,1.1302984404793475,0
131,0.9434033697660476,-0.7246308865590758,1
132,0.556860568796744,1.265055795701206,0
133,1.8603223312843953,-0.3547928536825987,1
134,0.4670500061279298,0.850928338470881,0
135,-0.13147386075508344,1.1302690389893342,0
136,0.7482401095354067,-0.4909437657800122,1
137,0.4809571225302625,0.9611645173439501,0
138,-0.23683249657248914,1.0018819924243105,0
139,1.6232439721408969,-0.7277060930148023,1
140,-0.8981217672480253,0.031084819786007023,0
141,0.2799374643889192,-0.2738019566047144,1
142,0.8511603785459445,0.5451560677586678,0
143,0.3065458767143288,0.3029243129422413,1
144,0.6012433253561961,0.7627475088568768,0
145,-0.00038881605305917733,0.31590564067645,1
146,-0.6076778243022376,0.7439594897872011,0
147,0.6918686354684378,0.8844720957308421,0
148,-0.13604612749363296,0.33316779340933217,1
149,0.1674943105724379,1.0848423252515884,0
150,-0.7751138149571406,0.4966230836798155,0
151,-0.9738842561163397,0.4604714277607195,0
152,-0.2739318770329532,0.8081810146029046,0
153,1.8627311349740565,0.04855070230366787,1
154,1.2913263109158422,-0.3174458610167429,1
155,-0.4261281414570638,0.9462575370378281,0
156,-0.9119411029475694,-0.27182700353918765,0
157,1.900252418986076,0.08146032335927611,1
158,1.1717620480300013,0.4633451119416694,0
159,-0.7757143608621988,0.39216087875546424,0
160,-0.17165356116699562,1.078884515536558,0
161,-0.7920136966552073,0.8986190261949414,0
162,0.45652069867688533,-0.39106332807314725,1
163,0.5158800094896776,0.5775297128735719,0
164,0.09327866627163822,0.3072113874270031,1
165,1.7324327335568839,-0.2982246200061328,1
166,0.27990682312216764,1.262173073369278,0
167,0.7602937374864491,-0.3398167386213291,1
168,1.345118507552756,-0.3826922465870871,1
169,1.040361550464398,0.5564692842530283,0
170,0.09487442842484445,0.2387018214287055,1
171,0.6444240029995107,0.9742895358423754,0
172,0.4268694883423042,0.7920990789678233,0
173,-0.9471160098759036,0.5746110230612944,0
174,1.7280207218142924,-0.3102239353240594,1
175,1.7224366035615273,0.07030742513196264,1
176,1.9278234277958088,-0.2134424366252618,1
177,2.125834912047949,0.16981098325354282,1
178,-0.7550736781796457,0.8942161558552193,0
179,0.3268549355921747,0.9141912687520365,0
180,0.8484955559900013,0.4671389970521904,0
181,0.42810779726961573,-0.5555710755090635,1
182,1.1428758175756755,0.09096057383754257,0
183,-1.0309333748690883,0.3359673170399738,0
184,0.713094804181079,-0.16905323699689834,1
