Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
0,8.291199306758367,-2.116663143315444,-9.93661699476602,5.325405677081687,-5.377937181011016,-5.7239705121461215,2.2431254069087423,-0.15447042363218788,5.829385748834027,8.493673886775511,1.7615444891555292,5.048818021121382,1.4130568269970547,-1.8598469510301612,4.507072635216768,0
1,7.028229273713976,-1.7107206684512606,9.292276184129854,5.344782923608522,3.8556534114694982,7.524158244877772,-5.209233474350892,4.2307762111050025,6.747124315974022,4.602540677358907,5.1052761345604685,6.022693578334674,-10.734705859481268,5.4253555312292585,-2.6507764455650134,1
2,4.318146134958969,-2.039264027277924,-9.900550170826797,-0.4653651270880006,-3.1821317256266983,-6.548077289323364,5.6411649197856155,-8.052278125765667,-2.82431483783992,-5.292996054142552,-8.742835358867064,5.000298532019583,6.78449925872853,-3.990534397383005,-0.4222391645299997,0
3,-0.9957239542725856,-9.818503762360539,5.109600804118936,-5.004328826090208,-0.4351839376552921,-4.4617267897845005,0.3532948898587377,-1.3864921209714538,4.097947509960006,2.6959405577281537,13.109665165442204,4.291253773372389,7.304677787740974,5.6947138647413595,-11.633795683120589,0
4,-7.0903218249799735,-8.253030853284308,7.553105451082509,-9.212447496304,6.389061814031511,-8.254660894477173,-8.127336290077277,-1.7185650953736438,8.351108507731452,-3.7136639836015166,0.7325473595929504,-2.101830750853129,6.887255121720897,-5.390124232256165,7.659691045027714,1
5,-10.459987690814033,-7.109083728623746,6.990723710247402,-10.756370798183395,7.158553208497839,-7.105414904429601,-8.822727495382162,-1.5083993254893018,8.738878313004486,-0.3612165923023878,4.8346553386579885,-3.2775196916558067,8.047150767364695,-8.295061993581934,7.442747483783919,1
6,-2.5912715683704386,-7.743836892887624,4.8328180386480515,-3.0669325368430442,-1.921285494602286,-3.8631261951732347,-4.396726414715177,5.7425425783083615,10.541080102928737,3.685965365278652,11.663699178110615,1.4470537570415143,3.4667868403422446,5.9538576086154285,-9.747802525270172,0
7,8.682537879443277,-2.4618400863050294,5.7916039918539015,7.577109478763937,-1.0668809968628885,3.6864883528426833,-3.169503370237148,5.7960760898861405,5.368429720302376,11.35848018249466,7.730948239449979,1.10097022143815,-9.256720034374696,1.453883538694321,-3.093541727290994,1
8,9.959042131435204,-4.783735610994247,7.566988211547162,5.619896554943268,-2.746443591970279,2.4147043097382754,-2.267900598807086,4.953080587050148,6.7601506660646375,9.613956909607463,7.248651868715353,1.3020216395335318,-8.333136702189448,4.904188366050566,-5.850618631208231,1
9,-4.899880083638064,-0.27233079741024435,-0.8018370511504402,1.0752582259684749,-7.8343300598141035,-5.509637748230289,8.576367993495444,-6.847705458603062,2.6875191942291963,3.792890404482751,1.3636952169994745,6.525270846949332,-2.729221499218068,10.509344506841158,7.458883135985963,1
